user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
611d390459ab8999d8742c44	Biology_493_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The birds with suppressed FoxP2 genes also had insensitivities to dopamine, which normally should produce reward-seeking behaviors, but in the mutant subjects had no effect. ""So what we think is happening is knocking down FoxP2 makes the male incapable of reducing song variability in the presence of a female,"" Murugan said. It arises primarily from the mutation's impairment on motor control, as children with DVD have repeated trouble forming consonants and vowel sounds.""><b>Finding:</b></span> ""So what we think is happening is knocking down FoxP2 makes the male incapable of reducing song variability in the presence of a female,"" Murugan said."		2																						[{'start': 787, 'end': 792, 'span': 'think', 'annotation': 'Words indicating uncertainty'}]	[]
611d390459ab8999d8742c44	Biology_tweet_116_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Stopping #deforestation and letting harvested forests grow could remove 120bn tons of #CO2 by 2100  @username""><b>Finding:</b></span> Stopping #deforestation and letting harvested forests grow could remove 120bn tons of #CO2 by 2100  @username"		2																						[{'start': 350, 'end': 355, 'span': 'could', 'annotation': 'Words indicating uncertainty'}]	[]
5f08f3e3ff3278174e40069b	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.		2																						[]	[]
5f08f3e3ff3278174e40069b	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5f08f3e3ff3278174e40069b	Biology_423_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: All these relations together form a robust network of interactions between plants and pollinators. These networks have a characteristic structure that is similar in very different natural landscapes, such as rainforests and river deltas, as well as in human-dominated landscapes with orchards, fields and meadows. Plants and pollinators take a position within those networks that makes the benefit from their mutual relationships for each species individually, and for all plants and pollinators together, as large as possible.""><b>Finding:</b></span> All these relations together form a robust network of interactions between plants and pollinators."	4																							[]	[{'start': 745, 'end': 775, 'span': 'robust network of interactions', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Biology_107_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study area is adjacent to the shipping lanes into Delaware Bay (electronic supplementary material, figure S1 ) and had ambient noise levels comparable to other coastal areas with frequent vessel traffic . If a vessel is located in a different direction from conspecifics, there may be a decrease in masking (spatial release from masking) , but the observed changes in the whistle signals indicate that the dolphins simplified their calls to counter the masking effects of vessel noise. Ambient noise levels are likely to rise in the future as vessel traffic increases and an offshore wind energy facility is proposed.""><b>Finding:</b></span> If a vessel is located in a different direction from conspecifics, there may be a decrease in masking (spatial release from masking) , but the observed changes in the whistle signals indicate that the dolphins simplified their calls to counter the masking effects of vessel noise."		2																						[{'start': 877, 'end': 883, 'span': 'may be', 'annotation': 'Words indicating uncertainty'}]	[]
5f08f3e3ff3278174e40069b	Biology_tweet_4_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Further studies are needed to resolve this question. Our study demonstrates that regulating host/commensal interactions in barrier epithelia can significantly delay age-related pathologies and extend lifespan. We show here, however, that lifespan extension can be achieved by improving innate immune homeostasis to stabilize the gut microbiota rather than by eliminating all bacteria from the gut.""><b>Finding:</b></span> Our study demonstrates that regulating host/commensal interactions in barrier epithelia can significantly delay age-related pathologies and extend lifespan."			3																					[{'start': 668, 'end': 671, 'span': 'can', 'annotation': 'Words indicating uncertainty'}]	[{'start': 590, 'end': 602, 'span': 'demonstrates', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Biology_64_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Average melatonin suppression across the light exposure was 87.6 AE 10. and at the same relative clock times during the dim light condition (AUC DL ) are plotted for each subject in Figure 2 . Melatonin levels at 10-min (P = 0.008, d = 0.70), 30-min (P = 0.006, d = 1.56), and 50-min after the start of the light exposure (P = 0.002, d = 1.86) were significantly lower than levels at the same clock times in the dim light condition (Fig. Melatonin levels remained significantly lower at 20-min (P < 0.001, d = 2.07) and 50-min following the end of the bright light exposure condition (P < 0.001, d = 1.43) compared to the dim light condition (Fig.""><b>Finding:</b></span> Melatonin levels at 10-min (P = 0.008, d = 0.70), 30-min (P = 0.006, d = 1.56), and 50-min after the start of the light exposure (P = 0.002, d = 1.86) were significantly lower than levels at the same clock times in the dim light condition (Fig."	4																							[]	[{'start': 840, 'end': 846, 'span': 'levels', 'annotation': 'Words indicating certainty'}, {'start': 858, 'end': 867, 'span': 'P = 0.008', 'annotation': 'Words indicating certainty'}, {'start': 888, 'end': 897, 'span': 'P = 0.006', 'annotation': 'Words indicating certainty'}, {'start': 981, 'end': 1005, 'span': 'were significantly lower', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Experience.html	Experience									5				3						2					[]	[]
5f08f3e3ff3278174e40069b	Biology_tweet_137_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Negative selection in cancer, after all...and it's also the immune system! Great work by @username @username and colleagues out in @username ""><b>Finding:</b></span> Negative selection in cancer, after all...and it's also the immune system! Great work by @username @username and colleagues out in @username "			3																					[]	[]
5f08f3e3ff3278174e40069b	Biology_tweet_4_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Healthy Gut Bacteria Can Extend Lifespan: ""><b>Finding:</b></span> Healthy Gut Bacteria Can Extend Lifespan: "			3																					[]	[{'start': 266, 'end': 269, 'span': 'Can', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Biology_107_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 'The Shortest Answer Possible'

Communication Is very important for dolphins, and they rely on sounds to do so. This not just makes it difficult for them to communicate, but it masks their individual identification, and might also reduce the information in their whistles. ""Dolphins simplified their calls to counter the masking effects of vessel noise.""""><b>Finding:</b></span> ""Dolphins simplified their calls to counter the masking effects of vessel noise."""	4																							[]	[]
5f08f3e3ff3278174e40069b	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.				1																				[]	[]
5f08f3e3ff3278174e40069b	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5f08f3e3ff3278174e40069b	Biology_tweet_137_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These studies help to shed light upon the mechanisms underlying immune evasion and provide insights for improving cancer immunotherapies in the future. We present evidence for extensive negative selection over somatic point mutations in cancer exomes. We exploited a large cancer exome dataset based on 26 tumor types and uncovered a set of 25 genes under negative selection (cancer-essential) and a set of 14 genes under positive selection (cancer drivers).""><b>Finding:</b></span> We present evidence for extensive negative selection over somatic point mutations in cancer exomes."	4																							[]	[{'start': 652, 'end': 660, 'span': 'evidence', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Biology_tweet_37_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus, the widely held belief that cheetah hunts consist of simple highspeed chases seems an oversimplification. Rather, we suggest that cheetah chases comprise two primary phases: (i) an initial rapid acceleration resulting in high speed to quickly catch up with prey, followed by (ii) a prey-specific slowing period that enables the cheetah to match turns instigated by prey as the distance between them closes. However, this formulation only considered forward acceleration and speed, ignoring lateral acceleration.""><b>Finding:</b></span> Rather, we suggest that cheetah chases comprise two primary phases: (i) an initial rapid acceleration resulting in high speed to quickly catch up with prey, followed by (ii) a prey-specific slowing period that enables the cheetah to match turns instigated by prey as the distance between them closes."		2																						[{'start': 708, 'end': 718, 'span': 'we suggest', 'annotation': 'Words indicating uncertainty'}]	[]
5f08f3e3ff3278174e40069b	Biology_423_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our results can be understood intuitively by considering the 'net effects' of species on each other and the way in which these effects are mediated by the topology of mutualistic networks. The extent to which pollinators interact with the same plant species increases with connectance and/or nestedeness. A high nestedness of the mutualistic network may therefore promote the occurrence of indirect positive effects between pollinators.""><b>Finding:</b></span> The extent to which pollinators interact with the same plant species increases with connectance and/or nestedeness."	4																							[]	[{'start': 688, 'end': 733, 'span': 'increases with connectance and/or nestedeness', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Biology_tweet_37_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Dr. G. Mills of WildCRU et al. show how cheetah hunting tactics vary according to their  prey via @username ""><b>Finding:</b></span> Dr. G. Mills of WildCRU et al. show how cheetah hunting tactics vary according to their  prey via @username "			3																					[]	[{'start': 346, 'end': 383, 'span': 'tactics vary according to their  prey', 'annotation': 'Words indicating certainty'}]
5f08f3e3ff3278174e40069b	Biology_64_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""In this study we found that these kids were extremely sensitive to light."" Melatonin levels were 88 percent lower after bright light exposure. Levels remained suppressed at least 50 minutes after the light was shut off.""><b>Finding:</b></span> Melatonin levels were 88 percent lower after bright light exposure."	4																							[]	[{'start': 485, 'end': 496, 'span': 'levels were', 'annotation': 'Words indicating certainty'}, {'start': 508, 'end': 513, 'span': 'lower', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_310_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Furthermore, if XMAP215 were to function as a MT nucleator, its relationship with the universal nucleator γ -TuRC needs to be established and their mechanism determined 27,34,35 . In this study, we demonstrate that XMAP215 is a bona fide MT nucleation factor that cooperates with γ -TuRC. Using Xenopus egg extracts to resolve individual nucleation events, we show that XMAP215 determines the extent of MT nucleation in the cytoplasm.""><b>Finding:</b></span> In this study, we demonstrate that XMAP215 is a bona fide MT nucleation factor that cooperates with γ -TuRC."	4																							[]	[{'start': 635, 'end': 647, 'span': 'demonstrate ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.			3																					[]	[]
5e76904f77df250833f17eac	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5e76904f77df250833f17eac	Biology_310_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: That search may now be over. ""The work by Petry and co-workers now shows that XMAP215, previously considered a microtubule 'polymerase' involved in microtubule elongation, acts synergistically with g-tubulin to promote efficient microtubule nucleation. The work provides an answer to this critical puzzle in our understanding of microtubule regulation in the cell.""""><b>Finding:</b></span> ""The work by Petry and co-workers now shows that XMAP215, previously considered a microtubule 'polymerase' involved in microtubule elongation, acts synergistically with g-tubulin to promote efficient microtubule nucleation."	4																							[]	[{'start': 639, 'end': 645, 'span': 'shows ', 'annotation': 'Words indicating certainty'}, {'start': 744, 'end': 749, 'span': 'acts ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_tweet_9_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Here, we demonstrate that even in pristine environments, above the atmospheric boundary layer, the downward flux of viruses ranged from 0.26 × 10 9 to >7 × 10 9 m −2 per day. These deposition rates were 9-461 times greater than the rates for bacteria, which ranged from 0.3 × 10 7 to >8 × 10 7 m −2 per day. The highest relative deposition rates for viruses were associated with atmospheric transport from marine rather than terrestrial sources.""><b>Finding:</b></span> These deposition rates were 9-461 times greater than the rates for bacteria, which ranged from 0.3 × 10 7 to >8 × 10 7 m −2 per day."	4																							[]	[{'start': 702, 'end': 707, 'span': 'were ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_403_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: After subjecting them to a few demonstrations most of the trained goats (9/12) successfully learned the task; ""on average, within 12 trials,"" according to the authors. In this case, the goats did not learn the task faster. This goes to show that goats ""learned through individual rather than social learning,"" researchers noted in their paper.""><b>Finding:</b></span> In this case, the goats did not learn the task faster."	4																							[]	[{'start': 621, 'end': 628, 'span': 'did not', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_40_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Much of the bifidobacterial abundance difference between the two secretor status milk phenotypes appears to come from variation in the time at which each infant transitions from possessing a Low-Bif qPCR ' gut community to possessing a High-Bif qPCR gut community. Bifidobacteria were found to be established (High-Bif qPCR ) earlier in secretorfed infants (60% of infants versus 37.5% at day 6) and more often (80% versus 50% by day 120) ( Figure 5 ). Of 35 milks from non-secretors, 20 of the matched infant stool samples were Low-Bif qPCR (57.1%).""><b>Finding:</b></span> Bifidobacteria were found to be established (High-Bif qPCR ) earlier in secretorfed infants (60% of infants versus 37.5% at day 6) and more often (80% versus 50% by day 120) ( Figure 5 )."	4																							[]	[{'start': 747, 'end': 759, 'span': ' were found ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Experience.html	Experience							3						3					3						[]	[]
5e76904f77df250833f17eac	Biology_tweet_0_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Complementary studies of social learning in captivity would be useful in examining in detail the context in which different associations are formed. Our work demonstrates that wild birds can learn socially to recognize previously unfamiliar sounds as alarm calls. In our current experiment, learning could not be asocial because the unfamiliar sounds were never presented at the same time as predator models.""><b>Finding:</b></span> Our work demonstrates that wild birds can learn socially to recognize previously unfamiliar sounds as alarm calls."	4																							[]	[{'start': 600, 'end': 613, 'span': 'demonstrates ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_tweet_0_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New @username paper showing that birds can learn socially to recognize heterospecific alarm calls by acoustic association with known alarm calls.
DOI: 
@username @username @username @username ""><b>Finding:</b></span> New @username paper showing that birds can learn socially to recognize heterospecific alarm calls by acoustic association with known alarm calls.
DOI: 
@username @username @username @username "			3																					[]	[{'start': 396, 'end': 403, 'span': 'showing', 'annotation': 'Words indicating certainty'}, {'start': 415, 'end': 419, 'span': 'can ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_40_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The relationship between human genetics, breast milk and Bifidobacterium appears to have developed throughout mammalian evolution. The study found that, on average, Bifidobacterium were established earlier and more frequently in infants fed by women with an active copy of the gene, the secretors, than without one, the non-secretors. The authors found that the intestinal tracts of infants fed by non-secretor mothers are delayed in establishing a bifidobacteria-dominated microbiota.""><b>Finding:</b></span> The study found that, on average, Bifidobacterium were established earlier and more frequently in infants fed by women with an active copy of the gene, the secretors, than without one, the non-secretors."	4																							[]	[{'start': 677, 'end': 683, 'span': 'found ', 'annotation': 'Words indicating certainty'}, {'start': 717, 'end': 722, 'span': 'were ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_403_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In Krueger and Flauger , the side at which a demonstrator was eating influenced the behaviour of observers if the demonstrator was present (i.e. We suggest that wild and domestic goats, and possibly other ungulates, lack sophisticated forms of social learning, because individual and simple social learning mechanisms are probably more efficient for improving their survival or reproductive success . Alternatively, this lack of social learning could be linked to domestication, following the relaxed dependency on conspecifics, as has been suggested for dogs .""><b>Finding:</b></span> We suggest that wild and domestic goats, and possibly other ungulates, lack sophisticated forms of social learning, because individual and simple social learning mechanisms are probably more efficient for improving their survival or reproductive success ."			3																					[{'start': 747, 'end': 755, 'span': 'suggest ', 'annotation': 'Words indicating uncertainty'}, {'start': 789, 'end': 798, 'span': 'possibly ', 'annotation': 'Words indicating uncertainty'}, {'start': 921, 'end': 930, 'span': 'probably ', 'annotation': 'Words indicating uncertainty'}]	[]
5e76904f77df250833f17eac	Biology_tweet_88_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Interesting study on effects of #neonicotinoid exposure &amp; pollen diet on #bumblebee queen nest initiation in @username  Restricted diet impacts on queen &amp; colony overshadowed by insecticide exposure, but monofloral pollen diet reduced brood numbers ""><b>Finding:</b></span> Interesting study on effects of #neonicotinoid exposure &amp; pollen diet on #bumblebee queen nest initiation in @username  Restricted diet impacts on queen &amp; colony overshadowed by insecticide exposure, but monofloral pollen diet reduced brood numbers "	4																							[]	[{'start': 579, 'end': 587, 'span': 'impacts ', 'annotation': 'Words indicating certainty'}, {'start': 674, 'end': 682, 'span': 'reduced ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.				1																				[]	[]
5e76904f77df250833f17eac	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5e76904f77df250833f17eac	Biology_tweet_88_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Pollen diet was not an important driver of brood production overall, but among untreated queens, those fed monofloral Cistus pollen had significantly fewer larvae and pupae than queens fed mixed-source or monofloral Erica pollen ( p , 0.03 for counts of larvae and pupae). Here, we demonstrate that sublethal exposure to imidacloprid, a widely used neonicotinoid-type insecticide, has a broad suite of negative effects on early-nesting bumblebee queens. These effects were observed at the level of individual queens, who were less active and exhibited greater mortality when exposed to imidacloprid, but also at the colony level, where numbers of brood in the nest were dramatically reduced in treated queens, particularly when queens experienced sustained exposure to the insecticide.""><b>Finding:</b></span> Here, we demonstrate that sublethal exposure to imidacloprid, a widely used neonicotinoid-type insecticide, has a broad suite of negative effects on early-nesting bumblebee queens."	4																							[]	[{'start': 977, 'end': 989, 'span': 'demonstrate ', 'annotation': 'Words indicating certainty'}, {'start': 1076, 'end': 1080, 'span': 'has ', 'annotation': 'Words indicating certainty'}]
5e76904f77df250833f17eac	Biology_tweet_9_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It's raining #viruses: ""each day some 800 million viruses cascade onto every square meter of the planet"", study published at the @username says. Also, viral deposition rates were 9 to 461 times greater than for #bacteria ""><b>Finding:</b></span> It's raining #viruses: ""each day some 800 million viruses cascade onto every square meter of the planet"", study published at the @username says. Also, viral deposition rates were 9 to 461 times greater than for #bacteria "	4																							[]	[{'start': 557, 'end': 565, 'span': 'cascade ', 'annotation': 'Words indicating certainty'}, {'start': 673, 'end': 678, 'span': 'were ', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.		2																						[]	[]
5f4e97aae4fe380a7bad99c7	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5f4e97aae4fe380a7bad99c7	Biology_438_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These lines were essential for the identification of the benzoxazinoid that - after binding to iron - forms the compound that the rootworm recognizes and uses as a cue for plant selection. The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains. We therefore expect that other higher organisms also have the ability to perceive biologically available forms of trace elements and to ingest them to improve their nutrient balance,"" says Matthias Erb.""><b>Finding:</b></span> The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains."	4																							[]	[{'start': 799, 'end': 806, 'span': 'is able', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	Biology_438_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We show that the root-feeding larvae use complexes between iron and benzoxazinoid secondary metabolites to identify maize as a host, to forage within the maize root system, and to increase their growth. We identify an iron transporter that allows the corn rootworm to benefit from complexes between iron and benzoxazinoids. In addition, root-feeding WCR larvae prefer benzoxazinoidproducing maize plants and require benzoxazinoids to identify crown roots as the preferred feeding site (6) .""><b>Finding:</b></span> We identify an iron transporter that allows the corn rootworm to benefit from complexes between iron and benzoxazinoids."	4																							[]	[{'start': 676, 'end': 684, 'span': 'identify', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	Biology_tweet_93_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)""><b>Finding:</b></span> MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)"	4																							[]	[]
5f4e97aae4fe380a7bad99c7	Biology_26_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Based upon this technology, we now have a greater understanding of transcriptome regulation, with potential to lead to therapeutic targets and better disease diagnostics."" The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues. Researchers found that some of these vlincRNAs are co-opted by cancer-associated transcriptional programs.""><b>Finding:</b></span> The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues."	4																							[]	[{'start': 702, 'end': 707, 'span': 'shown', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	Biology_170_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Expecting to see behavioral disruptions in the drugged fish, which the researchers did, they also saw reduced orienting behaviors by the healthy fish. As the project progressed, fish were exposed to non-fish objects, which failed to initiate social orienting. Eventually, the research team concluded that zebrafish copy each other's motions and are dependent on another socially engaged fish to begin social orienting.""><b>Finding:</b></span> As the project progressed, fish were exposed to non-fish objects, which failed to initiate social orienting."	4																							[]	[]
5f4e97aae4fe380a7bad99c7	Experience.html	Experience						4						4						3						[]	[]
5f4e97aae4fe380a7bad99c7	Biology_78_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We can't say definitively that the Liberian greenbul is the same bird as the icterine greenbul, but we have presented enough evidence that makes any other explanation seem highly unlikely."" And it's not like the purported new species was even a hybrid - analysis also excluded that probability, leaving the researchers to hypothesise that the 'Liberian' greenbul was just an icterine greenbul with a juvenile nutritional deficiency that caused changes to its plumage. But despite the thorough genetic analysis and unlikely alternative explanations, we can't yet say that the elusive birds absolutely, definitely don't exist - it looks like once something becomes a species, unspecying it is a tougher ask.""><b>Finding:</b></span> And it's not like the purported new species was even a hybrid - analysis also excluded that probability, leaving the researchers to hypothesise that the 'Liberian' greenbul was just an icterine greenbul with a juvenile nutritional deficiency that caused changes to its plumage."		2																						[{'start': 1118, 'end': 1130, 'span': ' hypothesise', 'annotation': 'Words indicating uncertainty'}]	[]
5f4e97aae4fe380a7bad99c7	Biology_26_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Overall, 341 of the original 580 tumor vlincRNAs ( Table 1) overlap ENCODE vlincRNAs identified from mostly different cell lines, using a different sequencing platform (p-value 1.54 × 10 -45 ). VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) . Embryonic stem cell line H1-hEsc expressed 469 such regions, while non-cancerous normal human epidermal keratinocyte line (NHEK) and normal human umbilical vein endothelial cells (HUVEC) expressed 248 and 340 vlincRNAs, respectively (Table 1; Additional File 1,  Table S1 ).""><b>Finding:</b></span> VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) ."	4																							[]	[{'start': 772, 'end': 777, 'span': 'found', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	Biology_tweet_155_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 4c, d , e, f). Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig. Critically, these same transgenerational effects were also evident when mature inseminated sperm alone had experienced the same conditions within the female: sons fertilised by heatwave-exposed spermatozoa in the female tract suffered 25 to 40% reductions in their reproductive output and mating success, compared with sons from parents where the mother had experienced the heatwave before mating and sperm storage, or controls where no heatwaves were experienced ( Fig.""><b>Finding:</b></span> Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig."	4																							[]	[{'start': 997, 'end': 1004, 'span': ' showed', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	Biology_170_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We placed apo-treated fish in a shortened tank that restricted their movement away from the divider and found that test fish exposed to apo-treated stimulus fish still had suppressed social orienting relative to controls (Figures  2A-2D ; p = 0.009, n = 26). We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity. Orientation of the test fish and distance of the stimulus fish are highly correlated (R 2 = 0.302, p < 0.001), as is the orienting behavior of the stimulus fish (R 2 = 0.458, p < 0.001; Figures 2E and 2F ).""><b>Finding:</b></span> We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity."	4																							[]	[{'start': 877, 'end': 885, 'span': 'conclude', 'annotation': 'Words indicating certainty'}]
