user	instance_id	displayed_text	I carefully went over the examples and the instructions.:::Yes	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Correlation	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation
64a75baddc44c496f13dd31c	Biology_160_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The investigators discovered a direct relationship between the frequency of electrical stimulation and how high rats lifted their limbs. The rats walked more than 1,000 steps without failure, and could also climb staircases of various heights and lengths with fluid movements. The scientists are planning a clinical trial that could start next summer to test such robot-assisted rehabilitation in patients with partially severed spinal cords.""><b>Finding:</b></span> The rats walked more than 1,000 steps without failure, and could also climb staircases of various heights and lengths with fluid movements."				1																					[]	[]	[]
64a75baddc44c496f13dd31c	Biology_76_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Based upon this technology, we now have a greater understanding of transcriptome regulation, with potential to lead to therapeutic targets and better disease diagnostics."" The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues. Researchers found that some of these vlincRNAs are co-opted by cancer-associated transcriptional programs.""><b>Finding:</b></span> The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues."			2																						[{'start': 702, 'end': 721, 'span': 'shown to be present', 'annotation': 'Correlation'}]	[]	[]
64a75baddc44c496f13dd31c	Biology_tweet_68_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: NUCKS levels inversely correlate with obesity in humans and mice ""><b>Finding:</b></span> NUCKS levels inversely correlate with obesity in humans and mice "			2																						[{'start': 260, 'end': 279, 'span': 'inversely correlate', 'annotation': 'Correlation'}]	[]	[]
64a75baddc44c496f13dd31c	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.				1																					[]	[]	[]
64a75baddc44c496f13dd31c	Biology_tweet_213_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."			2																						[{'start': 769, 'end': 786, 'span': 'strongly suggests', 'annotation': 'Correlation'}]	[]	[]
64a75baddc44c496f13dd31c	Experience.html	Experience									4							2					2				[]	[]	[]
64a75baddc44c496f13dd31c	Biology_tweet_213_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: I spent a month in the Liberian rainforest searching for this bird. Now we know it was never a true species  ""><b>Finding:</b></span> I spent a month in the Liberian rainforest searching for this bird. Now we know it was never a true species  "				1																					[]	[]	[]
64a75baddc44c496f13dd31c	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
64a75baddc44c496f13dd31c	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
64a75baddc44c496f13dd31c	Biology_304_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""But it turns out it really was the training process that caused the growth in the brain. It shows you can produce profound changes in the brain with training. That's a big deal.""""><b>Finding:</b></span> It shows you can produce profound changes in the brain with training."		3																							[]	[{'start': 435, 'end': 447, 'span': 'can produce ', 'annotation': 'Causation'}]	[]
64a75baddc44c496f13dd31c	Biology_tweet_290_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Surprisingly, larger penis size and greater height had almost equivalent positive effects on male attractiveness. Our results support the hypothesis that female mate choice could have driven the evolution of larger penises in humans. More broadly, our results show that precopulatory sexual selection can play a role in the evolution of genital traits.""><b>Finding:</b></span> Our results support the hypothesis that female mate choice could have driven the evolution of larger penises in humans."			2																						[{'start': 594, 'end': 612, 'span': 'could have driven ', 'annotation': 'Correlation'}]	[]	[]
64a75baddc44c496f13dd31c	Biology_76_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A complex normal human tissue, blood, revealed expression of 613 vlincRNAs, of which 331 (p-value 2.03 × 10 -49 ) overlap ENCODE vlincRNAs. Of 2,285 vlincRNAs found in cancerous or immortalized cells/tissues, 1,088 (47.7%) occurred in the non-cancerous cell lines or blood. While cancerous cells have highlyrearranged genomes and, in theory, could produce non-functional vlincRNA transcripts that reflect those re-arrangements, this argument cannot be made about the Figure S1 .""><b>Finding:</b></span> Of 2,285 vlincRNAs found in cancerous or immortalized cells/tissues, 1,088 (47.7%) occurred in the non-cancerous cell lines or blood."				1																					[]	[]	[]
64a75baddc44c496f13dd31c	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.					4																				[]	[]	[]
61330f324c6c15a907dc2706	Biology_tweet_290_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Size matters. Penis size and attraction correlations.  ""><b>Finding:</b></span> Size matters. Penis size and attraction correlations.  "				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_160_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These developments allowed us to conceive a neuroprosthetic system that controlled a broad range of foot trajectories during continuous locomotion in paralyzed rats. Animals with complete spinal cord injury performed more than 1000 successive steps without failure, and were able to climb staircases of various heights and lengths with precision and fluidity. Beyond therapeutic potential, these findings provide a conceptual and technical framework to personalize neuromodulation treatments for other neurological disorders.""><b>Finding:</b></span> Animals with complete spinal cord injury performed more than 1000 successive steps without failure, and were able to climb staircases of various heights and lengths with precision and fluidity."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_tweet_68_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consistent with the obese phenotype, leptin levels were elevated while those of adiponectin were decreased in HFD-fed NUCKS KO mice ( Figure S3G and S3H) . Together, these results, especially the finding that nutrient overload exacerbates the metabolic phenotypes in the absence of NUCKS, suggest that NUCKS plays a role in metabolic homeostasis in vivo. There was no difference in resting or fasting glucose levels between the two groups, but resting insulin levels were higher in NUCKS KO mice compared with WT mice (Figures S4A and S4B ; data not shown).""><b>Finding:</b></span> Together, these results, especially the finding that nutrient overload exacerbates the metabolic phenotypes in the absence of NUCKS, suggest that NUCKS plays a role in metabolic homeostasis in vivo."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_304_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: during acquisition and use of expertise, and then again when use of the skill ceases, serves to highlight that expertise and its behavioural consequences may be plastic and, in the case of the hippocampus at least, so are the related structural brain changes. The improvement of performance on tests such as the Rey Figure by the retired taxi drivers is also interesting in that it may indicate that the 'elderly' hippocampus can support memory improvement, in contrast with the more traditional view of age-related memory decline. First, this issue has universal relevance by informing what each of us can hope to achieve, and providing much-needed insights into the basis of individual differences, as well as having relevance in the realm of education.""><b>Finding:</b></span> The improvement of performance on tests such as the Rey Figure by the retired taxi drivers is also interesting in that it may indicate that the 'elderly' hippocampus can support memory improvement, in contrast with the more traditional view of age-related memory decline."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_160_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The investigators discovered a direct relationship between the frequency of electrical stimulation and how high rats lifted their limbs. The rats walked more than 1,000 steps without failure, and could also climb staircases of various heights and lengths with fluid movements. The scientists are planning a clinical trial that could start next summer to test such robot-assisted rehabilitation in patients with partially severed spinal cords.""><b>Finding:</b></span> The rats walked more than 1,000 steps without failure, and could also climb staircases of various heights and lengths with fluid movements."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_76_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Based upon this technology, we now have a greater understanding of transcriptome regulation, with potential to lead to therapeutic targets and better disease diagnostics."" The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues. Researchers found that some of these vlincRNAs are co-opted by cancer-associated transcriptional programs.""><b>Finding:</b></span> The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_tweet_68_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: NUCKS levels inversely correlate with obesity in humans and mice ""><b>Finding:</b></span> NUCKS levels inversely correlate with obesity in humans and mice "			2																						[]	[]	[]
61330f324c6c15a907dc2706	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_tweet_213_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."					4																				[]	[]	[]
61330f324c6c15a907dc2706	Experience.html	Experience									4							2			4						[]	[]	[]
61330f324c6c15a907dc2706	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.		3																							[]	[]	[]
61330f324c6c15a907dc2706	Biology_tweet_213_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: I spent a month in the Liberian rainforest searching for this bird. Now we know it was never a true species  ""><b>Finding:</b></span> I spent a month in the Liberian rainforest searching for this bird. Now we know it was never a true species  "				1																					[]	[]	[]
61330f324c6c15a907dc2706	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
61330f324c6c15a907dc2706	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
61330f324c6c15a907dc2706	Biology_304_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""But it turns out it really was the training process that caused the growth in the brain. It shows you can produce profound changes in the brain with training. That's a big deal.""""><b>Finding:</b></span> It shows you can produce profound changes in the brain with training."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_tweet_290_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Surprisingly, larger penis size and greater height had almost equivalent positive effects on male attractiveness. Our results support the hypothesis that female mate choice could have driven the evolution of larger penises in humans. More broadly, our results show that precopulatory sexual selection can play a role in the evolution of genital traits.""><b>Finding:</b></span> Our results support the hypothesis that female mate choice could have driven the evolution of larger penises in humans."				1																					[]	[]	[]
61330f324c6c15a907dc2706	Biology_76_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A complex normal human tissue, blood, revealed expression of 613 vlincRNAs, of which 331 (p-value 2.03 × 10 -49 ) overlap ENCODE vlincRNAs. Of 2,285 vlincRNAs found in cancerous or immortalized cells/tissues, 1,088 (47.7%) occurred in the non-cancerous cell lines or blood. While cancerous cells have highlyrearranged genomes and, in theory, could produce non-functional vlincRNA transcripts that reflect those re-arrangements, this argument cannot be made about the Figure S1 .""><b>Finding:</b></span> Of 2,285 vlincRNAs found in cancerous or immortalized cells/tissues, 1,088 (47.7%) occurred in the non-cancerous cell lines or blood."				1																					[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_tweet_290_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Size matters. Penis size and attraction correlations.  ""><b>Finding:</b></span> Size matters. Penis size and attraction correlations.  "			2																						[{'start': 251, 'end': 290, 'span': 'Penis size and attraction correlations.', 'annotation': 'Correlation'}]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_160_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These developments allowed us to conceive a neuroprosthetic system that controlled a broad range of foot trajectories during continuous locomotion in paralyzed rats. Animals with complete spinal cord injury performed more than 1000 successive steps without failure, and were able to climb staircases of various heights and lengths with precision and fluidity. Beyond therapeutic potential, these findings provide a conceptual and technical framework to personalize neuromodulation treatments for other neurological disorders.""><b>Finding:</b></span> Animals with complete spinal cord injury performed more than 1000 successive steps without failure, and were able to climb staircases of various heights and lengths with precision and fluidity."				1																					[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_tweet_68_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consistent with the obese phenotype, leptin levels were elevated while those of adiponectin were decreased in HFD-fed NUCKS KO mice ( Figure S3G and S3H) . Together, these results, especially the finding that nutrient overload exacerbates the metabolic phenotypes in the absence of NUCKS, suggest that NUCKS plays a role in metabolic homeostasis in vivo. There was no difference in resting or fasting glucose levels between the two groups, but resting insulin levels were higher in NUCKS KO mice compared with WT mice (Figures S4A and S4B ; data not shown).""><b>Finding:</b></span> Together, these results, especially the finding that nutrient overload exacerbates the metabolic phenotypes in the absence of NUCKS, suggest that NUCKS plays a role in metabolic homeostasis in vivo."		3																							[]	[{'start': 811, 'end': 822, 'span': 'exacerbates', 'annotation': 'Causation'}]	[]
63d45b37f8f7c19c1dce7c5d	Biology_304_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: during acquisition and use of expertise, and then again when use of the skill ceases, serves to highlight that expertise and its behavioural consequences may be plastic and, in the case of the hippocampus at least, so are the related structural brain changes. The improvement of performance on tests such as the Rey Figure by the retired taxi drivers is also interesting in that it may indicate that the 'elderly' hippocampus can support memory improvement, in contrast with the more traditional view of age-related memory decline. First, this issue has universal relevance by informing what each of us can hope to achieve, and providing much-needed insights into the basis of individual differences, as well as having relevance in the realm of education.""><b>Finding:</b></span> The improvement of performance on tests such as the Rey Figure by the retired taxi drivers is also interesting in that it may indicate that the 'elderly' hippocampus can support memory improvement, in contrast with the more traditional view of age-related memory decline."			2																						[{'start': 1060, 'end': 1078, 'span': 'may indicate that ', 'annotation': 'Correlation'}]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_160_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The investigators discovered a direct relationship between the frequency of electrical stimulation and how high rats lifted their limbs. The rats walked more than 1,000 steps without failure, and could also climb staircases of various heights and lengths with fluid movements. The scientists are planning a clinical trial that could start next summer to test such robot-assisted rehabilitation in patients with partially severed spinal cords.""><b>Finding:</b></span> The rats walked more than 1,000 steps without failure, and could also climb staircases of various heights and lengths with fluid movements."				1																					[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_76_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Based upon this technology, we now have a greater understanding of transcriptome regulation, with potential to lead to therapeutic targets and better disease diagnostics."" The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues. Researchers found that some of these vlincRNAs are co-opted by cancer-associated transcriptional programs.""><b>Finding:</b></span> The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues."				1																					[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_tweet_68_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: NUCKS levels inversely correlate with obesity in humans and mice ""><b>Finding:</b></span> NUCKS levels inversely correlate with obesity in humans and mice "			2																						[{'start': 260, 'end': 279, 'span': 'inversely correlate', 'annotation': 'Correlation'}]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_tweet_213_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."					4																				[]	[]	[{'start': 787, 'end': 802, 'span': 'that it was not', 'annotation': 'Explicit mentions of no relation'}]
63d45b37f8f7c19c1dce7c5d	Experience.html	Experience												5			3				4						[]	[]	[]
63d45b37f8f7c19c1dce7c5d	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.		3																							[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_tweet_213_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: I spent a month in the Liberian rainforest searching for this bird. Now we know it was never a true species  ""><b>Finding:</b></span> I spent a month in the Liberian rainforest searching for this bird. Now we know it was never a true species  "					4																				[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_304_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""But it turns out it really was the training process that caused the growth in the brain. It shows you can produce profound changes in the brain with training. That's a big deal.""""><b>Finding:</b></span> It shows you can produce profound changes in the brain with training."				1																					[]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_tweet_290_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Surprisingly, larger penis size and greater height had almost equivalent positive effects on male attractiveness. Our results support the hypothesis that female mate choice could have driven the evolution of larger penises in humans. More broadly, our results show that precopulatory sexual selection can play a role in the evolution of genital traits.""><b>Finding:</b></span> Our results support the hypothesis that female mate choice could have driven the evolution of larger penises in humans."			2																						[{'start': 593, 'end': 605, 'span': ' could have ', 'annotation': 'Correlation'}]	[]	[]
63d45b37f8f7c19c1dce7c5d	Biology_76_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A complex normal human tissue, blood, revealed expression of 613 vlincRNAs, of which 331 (p-value 2.03 × 10 -49 ) overlap ENCODE vlincRNAs. Of 2,285 vlincRNAs found in cancerous or immortalized cells/tissues, 1,088 (47.7%) occurred in the non-cancerous cell lines or blood. While cancerous cells have highlyrearranged genomes and, in theory, could produce non-functional vlincRNA transcripts that reflect those re-arrangements, this argument cannot be made about the Figure S1 .""><b>Finding:</b></span> Of 2,285 vlincRNAs found in cancerous or immortalized cells/tissues, 1,088 (47.7%) occurred in the non-cancerous cell lines or blood."				1																					[]	[]	[]
63d45b37f8f7c19c1dce7c5d	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.					4																				[]	[]	[]
6072e4e6236de7ca7d4bf06e	Biology_68_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: If healing is incomplete between injuries, more severe disease is produced. If a new head injury is sustained before complete healing of an earlier concussion, the clinical severity of the second injury is amplified, and recovery is prolonged. This occurs even when the energy of the second impact was less than the first.""><b>Finding:</b></span> If a new head injury is sustained before complete healing of an earlier concussion, the clinical severity of the second injury is amplified, and recovery is prolonged."		3																							[]	[{'start': 589, 'end': 671, 'span': 'the clinical severity of the second injury is amplified, and recovery is prolonged', 'annotation': 'Causation'}]	[]
6072e4e6236de7ca7d4bf06e	Experience.html	Experience									4						3					3					[]	[]	[]
6072e4e6236de7ca7d4bf06e	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.				1																					[]	[]	[]
6072e4e6236de7ca7d4bf06e	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
6072e4e6236de7ca7d4bf06e	Biology_406_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all cases, including taxonomy in models substantially improved model performance, highlighting the importance of species identity for this ecosystem function. Body nutrient content and trophic position explained little of the variation in EN, EP, or ENP, indicating limited applicability of basic predictors of EST. These results highlight the overriding importance of MTE for predicting nutrient flow through organisms, but emphasize that these relationships still fall short of explaining the unique effects certain species can have on ecological processes.""><b>Finding:</b></span> Body nutrient content and trophic position explained little of the variation in EN, EP, or ENP, indicating limited applicability of basic predictors of EST."					4																				[]	[]	[{'start': 787, 'end': 820, 'span': 'explained little of the variation', 'annotation': 'Explicit mentions of no relation'}]
6072e4e6236de7ca7d4bf06e	Biology_406_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all cases, including taxonomy in models substantially improved model performance, highlighting the importance of species identity for this ecosystem function. Body nutrient content and trophic position explained little of the variation in E N , E P , or E NP , indicating limited applicability of basic predictors of EST. These results highlight the overriding importance of MTE for predicting nutrient flow through organisms, but emphasize that these relationships still fall short of explaining the unique effects certain species can have on ecological processes.""><b>Finding:</b></span> Body nutrient content and trophic position explained little of the variation in E N , E P , or E NP , indicating limited applicability of basic predictors of EST."					4																				[]	[]	[{'start': 794, 'end': 827, 'span': 'explained little of the variation', 'annotation': 'Explicit mentions of no relation'}]
6072e4e6236de7ca7d4bf06e	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
6072e4e6236de7ca7d4bf06e	Biology_242_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Lu's team shows in the study that the import signal that flags proteins for the new pathway consists of two consecutive ARs that share one feature: each has a hydrophobic amino acid (one with chemical properties that repel water) that is located 13 amino acids into the repeat. This structural signature, they find, is bound by a small protein named RanGDP. In decoding this new nuclear import signal, Lu and her team also uncover a possible molecular mechanism underlying human familial melanomas, which are often linked to mutations in a protein known as p16.""><b>Finding:</b></span> This structural signature, they find, is bound by a small protein named RanGDP."				1																					[]	[]	[]
6072e4e6236de7ca7d4bf06e	Biology_tweet_222_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Older mum's have children with more (heteroplasmic) mtDNA mutations. 

""><b>Finding:</b></span> Older mum's have children with more (heteroplasmic) mtDNA mutations. 

"		3																							[]	[{'start': 255, 'end': 260, 'span': 'Older', 'annotation': 'Causation'}, {'start': 286, 'end': 322, 'span': 'more (heteroplasmic) mtDNA mutations', 'annotation': 'Causation'}]	[]
6072e4e6236de7ca7d4bf06e	Biology_85_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus, these results support the hypothesis that specialists are generally more efficient at utilizing their hosts than generalists. This conclusion strongly suggests that trade-offs play a major role in the appearance of specialists during the evolutionary history of this mega-diverse group of parasitic wasps. However, Silvia Rossinelli and Sven Bacher also point out that specialization does not always bring advantages; in environments where their preferred host is not available, generalists will profit from being able to utilize a variety of alternative hosts.""><b>Finding:</b></span> This conclusion strongly suggests that trade-offs play a major role in the appearance of specialists during the evolutionary history of this mega-diverse group of parasitic wasps."			2																						[{'start': 765, 'end': 782, 'span': 'strongly suggests', 'annotation': 'Correlation'}, {'start': 799, 'end': 816, 'span': 'play a major role', 'annotation': 'Correlation'}]	[]	[]
6072e4e6236de7ca7d4bf06e	Biology_53_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Differentiation assays proved that EC-MSCs are able to differentiate towards mesodermal lineages (osteogenic, adipogenic, chondrogenic). Flow cytometry analysis demonstrated that EC-MSCs expressed CD90, CD105, and CD73, while being negative for the leukocyte common antigen CD45. Immunofluorescence analysis showed a high percentage of positive cells for OCT-4 and SSEA-1.""><b>Finding:</b></span> Flow cytometry analysis demonstrated that EC-MSCs expressed CD90, CD105, and CD73, while being negative for the leukocyte common antigen CD45."				1																					[]	[]	[]
6072e4e6236de7ca7d4bf06e	Biology_tweet_222_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: mutations per site per year, an order of magnitude higher than for nuclear DNA. Notably, we found a positive association between the number of heteroplasmies in a child and maternal age at fertilization, likely attributable to oocyte aging. Our results can be used to predict the transmission of disease-causing mtDNA variants and illuminate evolutionary dynamics of the mitochondrial genome.""><b>Finding:</b></span> Notably, we found a positive association between the number of heteroplasmies in a child and maternal age at fertilization, likely attributable to oocyte aging."			2																						[{'start': 595, 'end': 615, 'span': 'positive association', 'annotation': 'Correlation'}, {'start': 699, 'end': 718, 'span': 'likely attributable', 'annotation': 'Correlation'}]	[]	[]
6072e4e6236de7ca7d4bf06e	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
